word,n,Year
were noticeably more,46,All Years
and strongylocentrotus franciscanus,45,All Years
atrovirens were observed,45,All Years
av abundance maximum,45,All Years
avg count observers,45,All Years
be dominated by,45,All Years
corynactis californica was,45,All Years
count stdev avg,45,All Years
diaperoecia californica were,45,All Years
fourth consecutive year,45,All Years
hypsypops rub icundus,45,All Years
jacksoni were observed,45,All Years
panulirus interruptus was,45,All Years
past two years,45,All Years
purpuratus and strongylocentrotus,45,All Years
rpcs though present,45,All Years
stdev count stdev,45,All Years
temperature logger was,45,All Years
the fourth consecutive,45,All Years
transects random point,45,All Years
a a a,44,All Years
adult and no,44,All Years
band transects random,44,All Years
continued species date,44,All Years
eisenia arborea were,44,All Years
emb iotoca lateralis,44,All Years
for the fourth,44,All Years
n n n,44,All Years
of the arms,44,All Years
r r r,44,All Years
spp were common,44,All Years
the site and,44,All Years
an abundance of,43,All Years
and most were,43,All Years
as abundant as,43,All Years
astes serriceps adult,43,All Years
balanophyllia elegans was,43,All Years
density of s,43,All Years
dev cases species,43,All Years
gelidium spp were,43,All Years
haliotis rufescens were,43,All Years
harbor santa cruz,43,All Years
including size is,43,All Years
is conducted by,43,All Years
lofotensis was not,43,All Years
parvimensis density was,43,All Years
quadrats variable value,43,All Years
r c c,43,All Years
size is conducted,43,All Years
tegula regina was,43,All Years
the mean size,43,All Years
the site similar,43,All Years
to be dominated,43,All Years
was dominated by,43,All Years
with wasting disease,43,All Years
with wasting syndrome,43,All Years
algae were rare,42,All Years
and astrangia lajollaensis,42,All Years
aniar anicc anilc,42,All Years
anicc anilc sbisesl,42,All Years
anilc sbisesl sbiap,42,All Years
arms ,42,All Years
at san miguel,42,All Years
california department of,42,All Years
california sheephead fem,42,All Years
californica was rare,42,All Years
continued santa cruz,42,All Years
dev cases year,42,All Years
franciscanus density was,42,All Years
franciscanus strongylocentrotus franciscanus,42,All Years
island cat canyon,42,All Years
m pyrifera were,42,All Years
megastraea undosa was,42,All Years
miniata density was,42,All Years
montereyensis was not,42,All Years
rub icundus adult,42,All Years
sbisesl sbiap sbicc,42,All Years
sci yellow banks,42,All Years
scifh scipb scisa,42,All Years
scipb scisa sciyb,42,All Years
scisa sciyb aniar,42,All Years
sciyb aniar anicc,42,All Years
srijln srijls srirr,42,All Years
were found for,42,All Years
with six divers,42,All Years
but not observed,41,All Years
canopy cover was,41,All Years
crassedoma giganteum were,41,All Years
diopatra ornata was,41,All Years
is the highest,41,All Years
low lying areas,41,All Years
m the lowest,41,All Years
miniata pisaster giganteus,41,All Years
miscellaneous bryozoans were,41,All Years
over the last,41,All Years
pisaster giganteus cases,41,All Years
srongylocentrotus purpuratus cases,41,All Years
status strongylocentrotus purpuratus,41,All Years
with five divers,41,All Years
adult paralabrax clathratus,40,All Years
barbara island cat,40,All Years
bay santa cruz,40,All Years
consecutive year to,40,All Years
divers and on,40,All Years
lythrypnus dalli were,40,All Years
of each other,40,All Years
patiria miniata pisaster,40,All Years
purple sea urchins,40,All Years
s purpuratus s,40,All Years
sc an an,40,All Years
sc sc an,40,All Years
sites similar to,40,All Years
spadicea was common,40,All Years
tegula regina were,40,All Years
tethya aurantia was,40,All Years
astrangia lajollaensis was,39,All Years
barbara island southeast,39,All Years
began at this,39,All Years
cover continued species,39,All Years
observed in quadrats,39,All Years
observed one sebastes,39,All Years
percent cover continued,39,All Years
red sea urchins,39,All Years
rockfish spp juvenile,39,All Years
species and on,39,All Years
specifications of each,39,All Years
the s purpuratus,39,All Years
up to six,39,All Years
astes serranoides adult,38,All Years
astraea undosa cases,38,All Years
at three sites,38,All Years
fish size frequencies,38,All Years
gopher rockfish adult,38,All Years
horse beach cove,38,All Years
last year’s record,38,All Years
list page k,38,All Years
no juveniles were,38,All Years
observed on june,38,All Years
of the reef,38,All Years
patiria miniata and,38,All Years
purpuratus srongylocentrotus purpuratus,38,All Years
pyrifera plants were,38,All Years
six divers observing,38,All Years
srongylocentrotus purpuratus srongylocentrotus,38,All Years
the arms were,38,All Years
there is a,38,All Years
undosa ,38,All Years
what we have,38,All Years
and on august,37,All Years
and size frequencies,37,All Years
barbara island arch,37,All Years
coryphopterus nicholsii was,37,All Years
density was recorded,37,All Years
forest monitoring stations,37,All Years
juvenile eisenia arborea,37,All Years
observed pisaster giganteus,37,All Years
parvimensis were common,37,All Years
smhr srjlno srjlso,37,All Years
spadicea ,37,All Years
sr sc sc,37,All Years
srjlno srjlso srrr,37,All Years
the other sites,37,All Years
was found in,37,All Years
and juvenile m,36,All Years
astraea undosum were,36,All Years
band transects variable,36,All Years
cypraea spadicea cases,36,All Years
frequencies for s,36,All Years
invertebrates excl ophiothrix,36,All Years
lytechinus anamesus was,36,All Years
miscellaneous invertebrates excl,36,All Years
numbers of stipes,36,All Years
of the island,36,All Years
quadrats this year,36,All Years
rock san miguel,36,All Years
serranoides flavidus juvenile,36,All Years
srjlso srrr scgi,36,All Years
the site but,36,All Years
was common but,36,All Years
was observed pisaster,36,All Years
were observed adult,36,All Years
were observed but,36,All Years
white sea urchins,36,All Years
abundant fish with,35,All Years
algae were common,35,All Years
at santa rosa,35,All Years
black surfperch juv,35,All Years
blue rockfish juv,35,All Years
for s purpuratus,35,All Years
in appendix h,35,All Years
kelletia kelletii density,35,All Years
kelp bass juv,35,All Years
kelp rockfish juv,35,All Years
macrocystis pyrifera numbers,35,All Years
on rpcs though,35,All Years
our second visit,35,All Years
pile surfperch juv,35,All Years
purpuratus tethya aurantia,35,All Years
pyrifera numbers of,35,All Years
respectively similar to,35,All Years
striped surfperch juv,35,All Years
strongylocentrotus purpuratus tethya,35,All Years
the transect this,35,All Years
this site is,35,All Years
west end of,35,All Years
appendix h for,34,All Years
boy scout camp,34,All Years
continued anacapa island,34,All Years
diameters ,34,All Years
distributions continued anacapa,34,All Years
gibberosa was not,34,All Years
highest cover recorded,34,All Years
holdfast diameters cases,34,All Years
in appendix c,34,All Years
lithopoma undosum density,34,All Years
of strongylocentrotus purpuratus,34,All Years
remained high at,34,All Years
sargassum horneri all,34,All Years
see appendix h,34,All Years
size of s,34,All Years
the kelp canopy,34,All Years
up to two,34,All Years
were used to,34,All Years
a complete list,33,All Years
algae had a,33,All Years
anacapa island lighthouse,33,All Years
and pisaster giganteus,33,All Years
at san clemente,33,All Years
balanophyllia elegans were,33,All Years
bearing to next,33,All Years
complete list of,33,All Years
contacts and size,33,All Years
crenulata ,33,All Years
description of bottom,33,All Years
description of surface,33,All Years
during sampling though,33,All Years
fish species observed,33,All Years
fish with up,33,All Years
for a complete,33,All Years
h for a,33,All Years
haliotis corrugata were,33,All Years
list of fish,33,All Years
loggers were recording,33,All Years
of bottom topography,33,All Years
of fish species,33,All Years
of surface location,33,All Years
point contacts and,33,All Years
serranoides s flavidus,33,All Years
species observed during,33,All Years
spp were rare,33,All Years
the lowest since,33,All Years
the offshore side,33,All Years
warm water event,33,All Years
was observed up,33,All Years
were abundant on,33,All Years
were also common,33,All Years
1m2 quadrats 5m2,32,All Years
5m2 quadrats band,32,All Years
adult hypsypops rubicundus,32,All Years
and mean size,32,All Years
cruz island cavern,32,All Years
cruz island little,32,All Years
cruz island pedro,32,All Years
forest with a,32,All Years
having a density,32,All Years
hinnites giganteus cases,32,All Years
island cavern point,32,All Years
island pedro reef,32,All Years
kelp gopher copper,32,All Years
macrocystis pyrifera were,32,All Years
megathura crenulata cases,32,All Years
meter bearing to,32,All Years
national marine sanctuary,32,All Years
of the m,32,All Years
parvimensis was common,32,All Years
percent cover of,32,All Years
quadrats 5m2 quadrats,32,All Years
scigi scifh scipb,32,All Years
sea urchin barren,32,All Years
sebastes serranoides were,32,All Years
some of the,32,All Years
srirr scigi scifh,32,All Years
stake meter bearing,32,All Years
this site at,32,All Years
up to nine,32,All Years
vacca were observed,32,All Years
was abundant with,32,All Years
were not recorded,32,All Years
were recording within,32,All Years
year’s record high,32,All Years
algae were present,31,All Years
around the transect,31,All Years
calif dept of,31,All Years
count species count,31,All Years
cover similar to,31,All Years
densities of s,31,All Years
dept of fish,31,All Years
distributions san miguel,31,All Years
frequency distributions san,31,All Years
large with a,31,All Years
male and female,31,All Years
max max species,31,All Years
max species count,31,All Years
next stake depth,31,All Years
not confined to,31,All Years
of the substrate,31,All Years
one adult and,31,All Years
sea stars were,31,All Years
seb astes chrysomelas,31,All Years
sebastes mystinus all,31,All Years
site continued to,31,All Years
species count species,31,All Years
srijls srirr scigi,31,All Years
stake depth ft,31,All Years
strongylocentrotus purpuratus cases,31,All Years
