SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Species,ScientificName,CommonName,ReserveStatus,Reference,Date,Area_Surveyed,Total_Count,Percent_Cover,SD,SE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,FALSE,1989-08-16,1000,20,2,1.354,0.0428
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,FALSE,1989-08-16,1000,1,0.1,0.2,0.0063
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,10001,Bryozoa,bryozoans (miscellaneous),Outside,FALSE,1989-08-16,1000,177,17.7,4.7427,0.15
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,FALSE,1989-08-16,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,11008,Pachythyone rubra,aggregated red sea cucumber,Outside,FALSE,1989-08-16,1000,4,0.4,0.8,0.0253
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,12001,Tunicata,tunicates,Outside,FALSE,1989-08-16,1000,24,2.4,1.0198,0.0322
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,Outside,FALSE,1989-08-16,1000,193,19.3,4.3734,0.1383
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,15001,Bare Substrate,Bare Substrate,Outside,FALSE,1989-08-16,1000,117,11.700000000000001,5.3207,0.1683
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,15002,Rock,Rock,Outside,FALSE,1989-08-16,1000,775,77.5,7.2457,0.2291
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,15003,Cobble,Cobble,Outside,FALSE,1989-08-16,1000,28,2.8000000000000003,2.1664,0.0685
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,15004,Sand,Sand,Outside,FALSE,1989-08-16,1000,197,19.7,6.6915,0.2116
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1001,Chlorophyta,green algae,Outside,FALSE,1990-07-24,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,2001,Phaeophyta,brown algae (miscellaneous),Outside,FALSE,1990-07-24,1000,5,0.5,0.5,0.0158
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,2003,Desmarestia,acid weed,Outside,FALSE,1990-07-24,1000,88,8.799999999999999,5.2529,0.1661
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,2007,Cystoseira,bladder chain kelp,Outside,FALSE,1990-07-24,1000,21,2.1,2.0952,0.0663
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,2014,Laminaria farlowii,"oar weed, all",Outside,FALSE,1990-07-24,1000,1,0.1,0.2,0.0063
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,3001,Rhodophyta,red algae (miscellaneous),Outside,FALSE,1990-07-24,1000,719,71.89999999999999,6.784,0.2145
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,3002,articulated coralline algae,articulated coralline algae,Outside,FALSE,1990-07-24,1000,79,7.9,3.0232,0.0956
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,3003,encrusting coralline algae,encrusting coralline algae,Outside,FALSE,1990-07-24,1000,136,13.600000000000001,2.8,0.0885
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,3004,Gelidium,agar weed,Outside,FALSE,1990-07-24,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,3005,Gigartina,sea tongue,Outside,FALSE,1990-07-24,1000,42,4.2,1.7493,0.0553
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,FALSE,1990-07-24,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,5001,Porifera,sponges,Outside,FALSE,1990-07-24,1000,5,0.5,0.5774,0.0183
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,6003,Corynactis californicus,club-tipped anemone,Outside,FALSE,1990-07-24,1000,2,0.2,0.2769,0.0088
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,6004,Balanophyllia elegans,orange cup coral,Outside,FALSE,1990-07-24,1000,16,1.6,1.036,0.0328
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,FALSE,1990-07-24,1000,2,0.2,0.2769,0.0088
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,7001,Diopatra ornata,ornate tube worm,Outside,FALSE,1990-07-24,1000,126,12.6,4.6231,0.1462
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,FALSE,1990-07-24,1000,5,0.5,0.7071,0.0224
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,FALSE,1990-07-24,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,10001,Bryozoa,bryozoans (miscellaneous),Outside,FALSE,1990-07-24,1000,85,8.5,3.4761,0.1099
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,FALSE,1990-07-24,1000,5,0.5,0.5774,0.0183
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,12001,Tunicata,tunicates,Outside,FALSE,1990-07-24,1000,24,2.4,1.9035,0.0602
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,Outside,FALSE,1990-07-24,1000,65,6.5,2.2361,0.0707
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,15001,Bare Substrate,Bare Substrate,Outside,FALSE,1990-07-24,1000,75,7.5,5.5227,0.1746
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,15002,Rock,Rock,Outside,FALSE,1990-07-24,1000,743,74.3,9.423,0.298
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,15003,Cobble,Cobble,Outside,FALSE,1990-07-24,1000,23,2.3,1.382,0.0437
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,15004,Sand,Sand,Outside,FALSE,1990-07-24,1000,234,23.400000000000002,8.7172,0.2757
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,1001,Chlorophyta,green algae,Outside,FALSE,1991-07-23,1000,1,0.1,0.2,0.0063
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,2001,Phaeophyta,brown algae (miscellaneous),Outside,FALSE,1991-07-23,1000,4,0.4,0.4726,0.0149
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,2003,Desmarestia,acid weed,Outside,FALSE,1991-07-23,1000,11,1.0999999999999999,1.0033,0.0317
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,2007,Cystoseira,bladder chain kelp,Outside,FALSE,1991-07-23,1000,16,1.6,1.4107,0.0446
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,2014,Laminaria farlowii,"oar weed, all",Outside,FALSE,1991-07-23,1000,1,0.1,0.2,0.0063
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,3001,Rhodophyta,red algae (miscellaneous),Outside,FALSE,1991-07-23,1000,615,61.5,7.8316,0.2477
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,3002,articulated coralline algae,articulated coralline algae,Outside,FALSE,1991-07-23,1000,136,13.600000000000001,4.4636,0.1412
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,3003,encrusting coralline algae,encrusting coralline algae,Outside,FALSE,1991-07-23,1000,184,18.4,5.7509,0.1819
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,3004,Gelidium,agar weed,Outside,FALSE,1991-07-23,1000,4,0.4,0.8,0.0253
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,3005,Gigartina,sea tongue,Outside,FALSE,1991-07-23,1000,67,6.7,3.7385,0.1182
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,FALSE,1991-07-23,1000,3,0.3,0.4397,0.0139
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,5001,Porifera,sponges,Outside,FALSE,1991-07-23,1000,15,1.5,1.633,0.0516
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,6003,Corynactis californicus,club-tipped anemone,Outside,FALSE,1991-07-23,1000,3,0.3,0.4397,0.0139
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,6004,Balanophyllia elegans,orange cup coral,Outside,FALSE,1991-07-23,1000,32,3.2,1.5684,0.0496
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,FALSE,1991-07-23,1000,5,0.5,0.4082,0.0129
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,7001,Diopatra ornata,ornate tube worm,Outside,FALSE,1991-07-23,1000,141,14.099999999999998,4.0915,0.1294
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,FALSE,1991-07-23,1000,37,3.6999999999999997,2.0841,0.0659
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,FALSE,1991-07-23,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,10001,Bryozoa,bryozoans (miscellaneous),Outside,FALSE,1991-07-23,1000,103,10.299999999999999,3.5393,0.1119
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,FALSE,1991-07-23,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,12001,Tunicata,tunicates,Outside,FALSE,1991-07-23,1000,14,1.4000000000000001,1.6852,0.0533
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,Outside,FALSE,1991-07-23,1000,147,14.7,4.4095,0.1394
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,15001,Bare Substrate,Bare Substrate,Outside,FALSE,1991-07-23,1000,117,11.700000000000001,5.4139,0.1712
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,15002,Rock,Rock,Outside,FALSE,1991-07-23,1000,734,73.4,7.2794,0.2302
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,15003,Cobble,Cobble,Outside,FALSE,1991-07-23,1000,12,1.2,0.7703,0.0244
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,15004,Sand,Sand,Outside,FALSE,1991-07-23,1000,254,25.4,6.8961,0.2181
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,1001,Chlorophyta,green algae,Outside,FALSE,1992-09-16,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,2001,Phaeophyta,brown algae (miscellaneous),Outside,FALSE,1992-09-16,1000,10,1,0.8165,0.0258
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,2003,Desmarestia,acid weed,Outside,FALSE,1992-09-16,1000,15,1.5,1.5546,0.0492
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,2007,Cystoseira,bladder chain kelp,Outside,FALSE,1992-09-16,1000,47,4.7,2.1471,0.0679
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,2014,Laminaria farlowii,"oar weed, all",Outside,FALSE,1992-09-16,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,3001,Rhodophyta,red algae (miscellaneous),Outside,FALSE,1992-09-16,1000,532,53.2,8.264,0.2613
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,3002,articulated coralline algae,articulated coralline algae,Outside,FALSE,1992-09-16,1000,145,14.499999999999998,6.2249,0.1968
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,3003,encrusting coralline algae,encrusting coralline algae,Outside,FALSE,1992-09-16,1000,317,31.7,6.9445,0.2196
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,3004,Gelidium,agar weed,Outside,FALSE,1992-09-16,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,3005,Gigartina,sea tongue,Outside,FALSE,1992-09-16,1000,60,6,2.7839,0.088
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,FALSE,1992-09-16,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,5001,Porifera,sponges,Outside,FALSE,1992-09-16,1000,15,1.5,1.0408,0.0329
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,6003,Corynactis californicus,club-tipped anemone,Outside,FALSE,1992-09-16,1000,2,0.2,0.4,0.0126
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,6004,Balanophyllia elegans,orange cup coral,Outside,FALSE,1992-09-16,1000,15,1.5,0.9574,0.0303
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,FALSE,1992-09-16,1000,13,1.3,1.0847,0.0343
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,7001,Diopatra ornata,ornate tube worm,Outside,FALSE,1992-09-16,1000,99,9.9,4.596,0.1453
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,FALSE,1992-09-16,1000,1,0.1,0.2,0.0063
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,FALSE,1992-09-16,1000,2,0.2,0.2769,0.0088
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,10001,Bryozoa,bryozoans (miscellaneous),Outside,FALSE,1992-09-16,1000,155,15.5,4.5644,0.1443
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,FALSE,1992-09-16,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,12001,Tunicata,tunicates,Outside,FALSE,1992-09-16,1000,9,0.8999999999999999,1.1504,0.0364
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,Outside,FALSE,1992-09-16,1000,124,12.4,4.5505,0.1439
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,15001,Bare Substrate,Bare Substrate,Outside,FALSE,1992-09-16,1000,252,25.2,9.3938,0.2971
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,15002,Rock,Rock,Outside,FALSE,1992-09-16,1000,717,71.7,11.1756,0.3534
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,15003,Cobble,Cobble,Outside,FALSE,1992-09-16,1000,41,4.1000000000000005,2.0183,0.0638
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,15004,Sand,Sand,Outside,FALSE,1992-09-16,1000,242,24.2,10.9686,0.3469
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,1001,Chlorophyta,green algae,Outside,FALSE,1993-07-14,1000,6,0.6,0.6633,0.021
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,2001,Phaeophyta,brown algae (miscellaneous),Outside,FALSE,1993-07-14,1000,1,0.1,0.2,0.0063
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,2003,Desmarestia,acid weed,Outside,FALSE,1993-07-14,1000,144,14.399999999999999,7.0373,0.2225
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,2007,Cystoseira,bladder chain kelp,Outside,FALSE,1993-07-14,1000,34,3.4000000000000004,2.4132,0.0763
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,2010,Macrocystis pyrifera,"giant kelp, all",Outside,FALSE,1993-07-14,1000,317,31.7,10.7188,0.339
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,2012,Eisenia arborea,"Southern sea palm, all",Outside,FALSE,1993-07-14,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,2013,Pterygophora californica,"California sea palm, all",Outside,FALSE,1993-07-14,1000,3,0.3,0.3317,0.0105
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,2014,Laminaria farlowii,"oar weed, all",Outside,FALSE,1993-07-14,1000,5,0.5,0.5774,0.0183
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,3001,Rhodophyta,red algae (miscellaneous),Outside,FALSE,1993-07-14,1000,670,67,7.2973,0.2308
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,3002,articulated coralline algae,articulated coralline algae,Outside,FALSE,1993-07-14,1000,167,16.7,6.5557,0.2073
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,3003,encrusting coralline algae,encrusting coralline algae,Outside,FALSE,1993-07-14,1000,265,26.5,4.6458,0.1469
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,3004,Gelidium,agar weed,Outside,FALSE,1993-07-14,1000,15,1.5,1,0.0316
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,3005,Gigartina,sea tongue,Outside,FALSE,1993-07-14,1000,106,10.6,3.6088,0.1141
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,FALSE,1993-07-14,1000,4,0.4,0.4726,0.0149
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,5001,Porifera,sponges,Outside,FALSE,1993-07-14,1000,16,1.6,0.9522,0.0301
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,6003,Corynactis californicus,club-tipped anemone,Outside,FALSE,1993-07-14,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,6004,Balanophyllia elegans,orange cup coral,Outside,FALSE,1993-07-14,1000,14,1.4000000000000001,0.7681,0.0243
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,FALSE,1993-07-14,1000,1,0.1,0.2,0.0063
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,7001,Diopatra ornata,ornate tube worm,Outside,FALSE,1993-07-14,1000,92,9.2,3.9234,0.1241
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,FALSE,1993-07-14,1000,11,1.0999999999999999,0.9609,0.0304
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,FALSE,1993-07-14,1000,1,0.1,0.2,0.0063
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,10001,Bryozoa,bryozoans (miscellaneous),Outside,FALSE,1993-07-14,1000,107,10.7,4.0054,0.1267
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,FALSE,1993-07-14,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,12001,Tunicata,tunicates,Outside,FALSE,1993-07-14,1000,15,1.5,1.0801,0.0342
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,Outside,FALSE,1993-07-14,1000,36,3.5999999999999996,1.5832,0.0501
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,15001,Bare Substrate,Bare Substrate,Outside,FALSE,1993-07-14,1000,286,28.599999999999998,9.6569,0.3054
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,15002,Rock,Rock,Outside,FALSE,1993-07-14,1000,672,67.2,12.3198,0.3896
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,15003,Cobble,Cobble,Outside,FALSE,1993-07-14,1000,33,3.3000000000000003,2.5285,0.08
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,15004,Sand,Sand,Outside,FALSE,1993-07-14,1000,295,29.5,11.5578,0.3655
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,1001,Chlorophyta,green algae,Outside,FALSE,1994-07-12,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,2001,Phaeophyta,brown algae (miscellaneous),Outside,FALSE,1994-07-12,1000,3,0.3,0.6,0.019
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,2003,Desmarestia,acid weed,Outside,FALSE,1994-07-12,1000,12,1.2,1.8055,0.0571
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,2007,Cystoseira,bladder chain kelp,Outside,FALSE,1994-07-12,1000,79,7.9,3.6478,0.1154
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,2010,Macrocystis pyrifera,"giant kelp, all",Outside,FALSE,1994-07-12,1000,231,23.1,7.9806,0.2524
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,2012,Eisenia arborea,"Southern sea palm, all",Outside,FALSE,1994-07-12,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,2013,Pterygophora californica,"California sea palm, all",Outside,FALSE,1994-07-12,1000,9,0.8999999999999999,1.0755,0.034
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,2014,Laminaria farlowii,"oar weed, all",Outside,FALSE,1994-07-12,1000,2,0.2,0.4,0.0126
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,3001,Rhodophyta,red algae (miscellaneous),Outside,FALSE,1994-07-12,1000,654,65.4,6.6124,0.2091
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,3002,articulated coralline algae,articulated coralline algae,Outside,FALSE,1994-07-12,1000,137,13.700000000000001,4.1344,0.1307
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,3003,encrusting coralline algae,encrusting coralline algae,Outside,FALSE,1994-07-12,1000,248,24.8,4.1925,0.1326
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,3004,Gelidium,agar weed,Outside,FALSE,1994-07-12,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,3005,Gigartina,sea tongue,Outside,FALSE,1994-07-12,1000,64,6.4,2.3643,0.0748
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,FALSE,1994-07-12,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,5001,Porifera,sponges,Outside,FALSE,1994-07-12,1000,21,2.1,0.9866,0.0312
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,6003,Corynactis californicus,club-tipped anemone,Outside,FALSE,1994-07-12,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,6004,Balanophyllia elegans,orange cup coral,Outside,FALSE,1994-07-12,1000,19,1.9,1.0909,0.0345
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,FALSE,1994-07-12,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,7001,Diopatra ornata,ornate tube worm,Outside,FALSE,1994-07-12,1000,105,10.5,4.6547,0.1472
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,FALSE,1994-07-12,1000,64,6.4,3.501,0.1107
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,FALSE,1994-07-12,1000,1,0.1,0.2,0.0063
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,10001,Bryozoa,bryozoans (miscellaneous),Outside,FALSE,1994-07-12,1000,136,13.600000000000001,2.8148,0.089
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,FALSE,1994-07-12,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,12001,Tunicata,tunicates,Outside,FALSE,1994-07-12,1000,32,3.2,2.6696,0.0844
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,13001,Miscellaneous Invertebrates including Ophiothrix spiculata,Miscellaneous Invertebrates including Ophiothrix spiculata,Outside,FALSE,1994-07-12,1000,116,11.600000000000001,2.7821,0.088
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,15001,Bare Substrate,Bare Substrate,Outside,FALSE,1994-07-12,1000,210,21,8.0984,0.2561
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,15002,Rock,Rock,Outside,FALSE,1994-07-12,1000,759,75.9,9.4819,0.2998
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,15003,Cobble,Cobble,Outside,FALSE,1994-07-12,1000,16,1.6,1.3191,0.0417
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,15004,Sand,Sand,Outside,FALSE,1994-07-12,1000,225,22.5,9.2511,0.2925
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,1001,Chlorophyta,green algae,Outside,FALSE,1995-08-21,1000,2,0.2,0.1407,0.0044
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,2001,Phaeophyta,brown algae (miscellaneous),Outside,FALSE,1995-08-21,1000,15,1.5,0.73,0.0231
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,2003,Desmarestia,acid weed,Outside,FALSE,1995-08-21,1000,317,31.7,3.8087,0.1204
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,2007,Cystoseira,bladder chain kelp,Outside,FALSE,1995-08-21,1000,110,11,1.9873,0.0628
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,2010,Macrocystis pyrifera,"giant kelp, all",Outside,FALSE,1995-08-21,1000,143,14.299999999999999,2.4588,0.0778
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,2012,Eisenia arborea,"Southern sea palm, all",Outside,FALSE,1995-08-21,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,2013,Pterygophora californica,"California sea palm, all",Outside,FALSE,1995-08-21,1000,18,1.7999999999999998,0.7572,0.0239
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,2014,Laminaria farlowii,"oar weed, all",Outside,FALSE,1995-08-21,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,3001,Rhodophyta,red algae (miscellaneous),Outside,FALSE,1995-08-21,1000,808,80.80000000000001,2.1067,0.0666
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,3002,articulated coralline algae,articulated coralline algae,Outside,FALSE,1995-08-21,1000,183,18.3,2.2476,0.0711
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,3003,encrusting coralline algae,encrusting coralline algae,Outside,FALSE,1995-08-21,1000,469,46.9,2.8909,0.0914
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,3004,Gelidium,agar weed,Outside,FALSE,1995-08-21,1000,6,0.6,0.3712,0.0117
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,3005,Gigartina,sea tongue,Outside,FALSE,1995-08-21,1000,193,19.3,2.4381,0.0771
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,FALSE,1995-08-21,1000,0,0,0,0
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,5001,Porifera,sponges,Outside,FALSE,1995-08-21,1000,5,0.5,0.2973,0.0094
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,6003,Corynactis californicus,club-tipped anemone,Outside,FALSE,1995-08-21,1000,0,0,0,0
