Indicator,Species,Kingdom,Phylum,Subphylum,Class,Order,Family,Genus,Species (Used by KFM),Status,Currently Accepted Name,Authority (Accepted),ScientificName,ScientificName_Short_Form,CommonName,Common_Name,CommonNameSimple,CommonName_Capitalized,AlternateTaxonName,SpeciesName,ID_Short,ID_Long,Abundance,Abundance_Long,Habitat_Broad,Habitat_Specific,Size_Range,Size_Range_Long,Geographic_Range,Life_Stage,Sex,Trophic_Complete,Trophic_Broad,Color,Classification,Class_Short,oneM_,fiveM_,bands_,rpc_,rdfc_,VFT_,Targeted_Broad,Commercial_Fishery,Recreational_Fishery,Bag_Limit,Legal_Size_cm,Fishery_Info_notes,Useful_Links
TRUE,3001,Plantae,Rhodophyta,NA,NA,NA,NA,NA,NA,Accepted,Rhodophyta,"Wettstein, 1901",Rhodophyta,Rhodophyta,red algae (miscellaneous),red_algae,red algae,Other Red Algae,Rhodophyta,Other Reds,other taxa of red algae ,NA,Abundant,Abundant,Benthic,NA,variable,variable,NA,NA,NA,producer,Producer,indianred3,Algae,A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,NA,NA,NA,NA
TRUE,3002,Plantae,Rhodophyta,Eurhodophytina,Florideophyceae,Corallinales,NA,NA,NA,Accepted,Corallinales,"P.C. Silva & H.W. Johansen, 1986",articulated coralline algae,art. coralline,articulated coralline algae,articulated_coralline_algae,articulated coralline algae,Articulated Coralline,Corallinales,Articulated Coralline,Pink to purple calcified alga with numerous delicate branches.,NA,Common,Common,Benthic,NA,to 15cm,to 15cm,NA,NA,NA,producer,Producer,mediumpurple,Algae,A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,NA,NA,NA,NA
TRUE,3003,Plantae,Rhodophyta,Eurhodophytina,Florideophyceae,Corallinales,NA,NA,NA,Accepted,Corallinales,"P.C. Silva & H.W. Johansen, 1986",encrusting coralline algae,enc. coralline,encrusting coralline algae,encrusting_coralline_algae,encrusting coralline algae,Encrusting Coralline,Corallinales,Encrusting Coralline,Calcified crusts of pinkish algae that cover the surface of hard substrates. Most common species in the genera Pseudolithophyllum. Often intermixed with other erect species of coralline algae,NA,Abundant,Abundant,Benthic,NA,variable,variable,NA,NA,NA,producer,Producer,mediumpurple4,Algae,A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,NA,NA,NA,NA
TRUE,3004,Plantae,Rhodophyta,Eurhodophytina,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,Gelidium spp.,Accepted,Gelidium spp.,"J.V. Lamouroux, 1813",Gelidium,Gelidium,agar weed,agar_weed,agar weed,Agar Weed,Gelidium spp.,Gelidium spp.,Mostly compressed ovate dark red branches with unbranched basal axes. Lateral branchlets occasionally produce unbranched branchlets from flattened surfaces. Often covered by white encrusting bryozoans.,NA,locally Abundant,locally Abundant,Benthic,NA,"to 40 cm height, to 2-5 mm wide","to 40 cm height, to 2-5 mm wide",northern California to northern Baja,NA,NA,producer,Producer,maroon,Algae,A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,NA,NA,NA,NA
TRUE,3005,Plantae,Rhodophyta,Eurhodophytina,Florideophyceae,Gigartinales,Gigartinaceae,Gigartina,Gigartina spp.,Unaccepted,Chondracanthus spp.,"Kützing, 1843",Gigartina,Gigartina,sea tongue,sea_tongue,sea tongue,Sea Tongue,Gigartina spp.,Gigartina spp.,"Broad, deep red blades sometimes iridescent, rarely divided but taper to a narrow holdfast. Larger blades are covered in bulbous papillae growths.",NA,Abundant,Abundant,Benthic,NA,"to 1 m in length, holdfasts to 1-5cm wide","to 1 m in length, holdfasts to 1-5cm wide",Washington State to Baja,NA,NA,producer,Producer,magenta,Algae,A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,NA,NA,NA,NA
TRUE,4001,Plantae,NA,NA,NA,NA,NA,NA,NA,Accepted,Plantae,"Haeckel, 1866",Plantae,Plantae,miscellaneous plants (ie: diatoms),miscellaneous_plants,miscellaneous plants,Misc. Plants (i.e. diatom film),Plantae,Misc. Plant (i.e. diatom film),Common yellow-brown algae forms a fuzzy film on reef and sand. Delicate strands of these diatoms look like filamentous brown algae but break apart when touched,NA,Abundant,Abundant,Benthic,NA,under 1 cm tall but can cover larger areas of reef,under 1 cm tall but can cover larger areas of reef,NA,NA,NA,producer,Producer,brown2,Algae,A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,NA,NA,NA,NA
TRUE,5001,Animalia,Porifera,NA,NA,NA,NA,NA,NA,Accepted,Porifera,"Grant, 1836",Porifera,Porifera,sponges,sponges,sponges,Other Sponges,Porifera,Sponges,all other non-indicator sponges,NA,Common,Common,Benthic,NA,variable,variable,NA,NA,NA,filter feeder + planktivore,Planktivore,dodgerblue,Invertebrates,I,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,5002,Animalia,Porifera,NA,Demospongiae,Tethyida,Tethyidae,Tethya,Tethya aurantia,Unaccepted,Tethya californiana,"de Laubenfels, 1932",Tethya aurantia,T. aurantia,orange puffball sponge,orange_puffball_sponge,orange puffball sponge,Orange Puffball Sponge,Tethya aurantia,Tethya aurantia,"Porous, globose sponge with very rough outer surface. Color ranges from orange to yellow. Cylindrical or ball shaped. Often covered with sand",NA,Common,Common,Benthic,NA,to 20 cm diameter,to 20 cm diameter,British Columbia to Baja,NA,NA,filter feeder + planktivore,Planktivore,darkorange,Invertebrates,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,5003,Animalia,Porifera,NA,Calcarea,Clathrinida,Leucettidae,Leucetta,Leucetta losangelensis,Unaccepted,Leucandra losangelensis,"de Laubenfels, 1930",Leucetta losangelensis,L. losangelensis,macaroni sponge,macaroni_sponge,macaroni sponge,Macaroni Sponge,Leucetta losangelensis,Leucetta losangelensis,"Encrusting growth form. Brown to tan in color, with large distinct oscula prominent on ridges",NA,Common,Common,Benthic,NA,variable,variable,NA,NA,NA,filter feeder + planktivore,Planktivore,darkseagreen,Invertebrates,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,5004,Animalia,Porifera,NA,Demospongiae,Polymastiida,Polymastiidae,Polymastia,Polymastia pachymastia,Accepted,Polymastia pachymastia,"de Laubenfels, 1932",Polymastia pachymastia,P. pachymastia,aggregated nipple sponge,aggregated_nipple_sponge,aggregated nipple sponge,Aggregated Nipple Sponge,Polymastia pachymastia,Polymastia pachymastia,"raised, cone-shaped oscula. Pale to dark yellow",NA,Common,Common,Benthic,NA,1-2 cm tall,1-2 cm tall,Aleutian Islands to central California,NA,NA,filter feeder + planktivore,Planktivore,gold3,Invertebrates,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,6001,Animalia,Cnidaria,NA,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,Stylaster californicus,Accepted,Stylaster californicus,"Verrill, 1866",Stylaster californicus,S. californicus,California hydrocoral,California_hydrocoral,California hydrocoral,California Hydrocoral,Stylaster californicus,Stylaster californicus,"pink to purple color, many growth patterns, aragonite and calcite skeleton",NA,Uncommon,Uncommon,Benthic,NA,to 20 cm or more,to 20 cm or more,northern California to Baja,NA,NA,filter feeder + planktivore,Planktivore,darkorchid4,Invertebrates,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,6002,Animalia,Cnidaria,NA,Anthozoa,Actiniaria,Actiniidae,Urticina,Urticina lofotensis,Unaccepted,Urticina eques,"Gosse, 1858",Urticina lofotensis,U. lofotensis,white-spotted rose anemone,white_spotted_rose_anemone,white-spotted rose anemone,White Spotted Rose Anemone,Urticina lofotensis,Urticina lofotensis,"Column is very distinctive red, with white spots. Tentacles are scarlet to crimson.",NA,Common,Common,Benthic,NA,crown diameter to 10 cm,crown diameter to 10 cm,Alaska to southern California,NA,NA,planktivore + carnivore,Carnivore,firebrick2,Invertebrates,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,6003,Animalia,Cnidaria,NA,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis,Corynactis californicus,Unaccepted,Corynactis californica,"Carlgren, 1936",Corynactis californicus,C. californicus,club-tipped anemone,club_tipped_anemone,club-tipped anemone,Club-Tipped Anemone,Corynactis californicus,Corynactis californica,"Small colonial anemone with bulbous-tipped tentacles. Color of column varies from orange, red, purple, pink, to almost white",NA,Abundant,Abundant,Benthic,NA,crown diamter to 2.5cm,crown diamter to 2.5cm,Northern California to Baja,NA,NA,planktivore,Planktivore,deeppink3,Invertebrates,I,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,6004,Animalia,Cnidaria,NA,Anthozoa,Scleractinia,Dendrophylliidae,Balanophyllia,Balanophyllia elegans,Accepted,Balanophyllia elegans,"Verrill, 1864",Balanophyllia elegans,B. elegans,orange cup coral,orange_cup_coral,orange cup coral,Orange Cup Coral,Balanophyllia elegans,Balanophyllia elegans,Solitary orange cup-shaped hard coral with orange tentacles. Each tentacle has wart-like nodules.,NA,Common,Common,Benthic,NA,crown diamter to 2.5cm,crown diamter to 2.5cm,Oregon to southern California,NA,NA,planktivore,Planktivore,orangered,Invertebrates,I,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,6005,Animalia,Cnidaria,NA,Anthozoa,Scleractinia,Rhizangiidae,Astrangia,Astrangia lajollaensis,Unaccepted,Astrangia haimei,"Verrill, 1866",Astrangia lajollaensis,A. lajollaensis,La Jolla cup coral,La_Jolla_cup_coral,La Jolla cup coral,La Jolla Cup Coral,Astrangia lajollaensis,Astrangia lajollaensis,Small solitary hard corals forming large colonies. The stony cups are brownish-orange and tentacles are yellowish-orange,NA,Common,Common,Benthic,NA,crown diameter to 1.5cm,crown diameter to 1.5cm,Monterey to Baja,NA,NA,planktivore,Planktivore,darkgoldenrod1,Invertebrates,I,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,6006,Animalia,Cnidaria,NA,Anthozoa,Alcyonacea,Gorgoniidae,Lophogorgia,Lophogorgia chilensis,Unaccepted,Leptogorgia chilensis,"Verrill, 1868",Lophogorgia chilensis,L. chilensis,red gorgonian,red_gorgonian,red gorgonian,Red Gorgonian,Lophogorgia chilensis,Lophogorgia chilensis,Sea fan with red branches and white polyps. Branches are not in a single plane.,NA,Common,Common,Benthic,NA,to 1 m in height,to 1 m in height,Monterey Bay to Baja,NA,NA,planktivore,Planktivore,palevioletred2,Invertebrates,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,6007,Animalia,Cnidaria,NA,Anthozoa,Alcyonacea,Plexauridae,Muricea,Muricea fruticosa,Accepted,Muricea fruticosa,"Verrill, 1869",Muricea fruticosa,M. fruticosa,brown gorgonian,brown_gorgonian,brown gorgonian,Brown Gorgonian,Muricea fruticosa,Muricea fruticosa,"Sea fan with thick brown to brownish-red branches and white polyps, usually in one plane.",NA,Common,Common,Benthic,NA,to 1 m in height,to 1 m in height,NA,NA,NA,planktivore,Planktivore,saddlebrown,Invertebrates,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,6008,Animalia,Cnidaria,NA,Anthozoa,Alcyonacea,Plexauridae,Muricea,Muricea californica,Accepted,Muricea californica,"Aurivillius, 1931",Muricea californica,M. californica,California golden gorgonian,California_golden_gorgonian,California golden gorgonian,California Golden Gorgonian,Muricea californica,Muricea californica,Thick brown branches. Yellow polyps distinguish it from brown gorgonian (the small gorgonian on right side of photo).,NA,Abundant,Abundant,Benthic,NA,to 1 m in height,to 1 m in height,NA,NA,NA,planktivore,Planktivore,gold1,Invertebrates,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,6009,Animalia,Cnidaria,NA,Hydrozoa,NA,NA,NA,Hydrozoa,Accepted,Hydrozoa,"Owen, 1843",Hydrozoa,Hydrozoa,hydroids,hydroids,hydroids,Hydroids,Hydrozoa,Hydrozoa,"Colonial, plant-like animals that can either have a branching sessile structure attached to the substrate or it can have erect fern-like 'fronds' with microscopic polyps arranged along the individual branches. Often epiphytic",NA,Abundant,Abundant,Benthic,NA,to 15cm in height,to 15cm in height,NA,NA,NA,planktivore,Planktivore,cadetblue,Invertebrates,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,7001,Animalia,Annelida,NA,Polychaeta,Eunicida,Onuphidae,Diopatra,Diopatra ornata,Accepted,Diopatra ornata,"Moore, 1911",Diopatra ornata,D. ornata,ornate tube worm,ornate_tube_worm,ornate tube worm,Ornate Tube Worm,Diopatra ornata,Diopatra ornata,"Tubes usually completely covered with attached pieces of shell, algae, or other debris. Common in sand or cobble.",NA,Abundant,Abundant,Sand/cobble,NA,to 7 cm in height,to 7 cm in height,central California to Baja,NA,NA,planktivore,Planktivore,darkslategray4,Invertebrates,I,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,7002,Animalia,Annelida,NA,Polychaeta,Canalipalpata,Sabellariidae,Phragmatopoma,Phragmatopoma californica,Accepted,Phragmatopoma californica,"Fewkes, 1889",Phragmatopoma californica,Ph. californica,colonial sand-tube worm,colonial_sand_tube_worm,colonial sand-tube worm,Colonial Sand-tube Worm,Phragmatopoma californica,Phragmatopoma,"Extensive, reef building colonies. Tubes constructed of cemented sand. Short lavender tentacles. Common in Macrocystis holdfasts.",NA,Abundant,Abundant,Benthic,NA,"tube diameter to 1 cm, diameter to 2 m","tube diameter to 1 cm, diameter to 2 m",central California to Baja,NA,NA,planktivore,Planktivore,darkslateblue,Invertebrates,I,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,7003,Animalia,Annelida,NA,Polychaeta,Sabellida,Serpulidae,Spirobranchus,Spirobranchus spinosus,Accepted,Spirobranchus spinosus,"Moore, 1923",Spirobranchus spinosus,S. spinosus,christmas tree worm,christmas_tree_worm,christmas tree worm,Christmas Tree Worm,Spirobranchus spinosus,Spirobranchus spinosus,"tube-dwelling fanworm, retracts when scared",NA,Common,Common,Benthic,NA,tube diamter to 2 cm,tube diamter to 2 cm,NA,NA,NA,planktivore,Planktivore,darkmagenta,Invertebrates,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,8001,Animalia,Arthropoda,Crustacea,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus interruptus,Accepted,Panulirus interruptus,"Randall, 1840",Panulirus interruptus,P. interruptus,California spiny lobster,California_spiny_lobster,California spiny lobster,California Spiny Lobster,Panulirus interruptus,Panulirus interruptus,Large reddish brown decapod crustacean with long antennae covered with small sharp spines. Anterior portion of the thorax with sharp spines. Large spines on tail. Claws absent.,"The California Spiny Lobster (Panulirus interruptus) is one of approximately 55 Spiny Lobster species found in oceans worldwide (Phillips and Kittaka 2000; Booth 2011). Spiny Lobsters are named after the forward-pointing spiny projections that cover their bodies. The species has two large antennae but lacks the pincers found on clawed lobsters.The body of Spiny Lobsterhas two readily identifiable parts: (1) a fused head and thorax enclosed in a carapace, to which the legs attach, and (2) the abdomen, or tail. Due to the flexibility of the tail, only the carapace length is used to measure the size of a lobster.",Common,"The abundance of Spiny Lobsters has been stable since the mid-1980s. There is no evidence that the lobster stock is overfished, and overfishing does not appear to be happening.",Benthic,"Surfgrass beds as juveniles, then kelp forests and rocky reefs as adults. Hide in cracks and crevices during the day and forage at night","average 2 lbs and about 12"". Records exist for 26 lbs and 3' lobsters.","Adult Spiny Lobsters average 2 pounds in weight and about 12 inches total length, with males slightly larger than females. Adults more than 5 pounds are currently considered trophy individuals, although records exist from a century ago of 26 pound, 3 foot long lobsters.",Point Coneption to Baja,NA,NA,Benthic macro-invertivore,Carnivore,darkred,Invertebrates,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Targeted,Targeted,Targeted,7,8.255,https://marinespecies.wildlife.ca.gov/california-spiny-lobster/the-species/#sec-1-3,NA
TRUE,8002,Animalia,Arthropoda,Crustacea,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus spp,Accepted,Balanus spp,"Costa, 1778",Balanus,Balanus,barnacles,barnacles,barnacles,Barnacles,Balanus,Balanus,Plates or paired beaks cover the opening of the feeding tentacles in live individuals,NA,Common,Common,Benthic,NA,Basal diameter from 0.5 to 10 cm depending on species. Height 0.5 to 7.5 cm.,Basal diameter from 0.5 to 10 cm depending on species. Height 0.5 to 7.5 cm.,Alaska to San Diego,NA,NA,planktivore,Planktivore,gray23,Invertebrates,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,9001,Animalia,Mollusca,NA,Gastropoda,Littorinimorpha,Vermetidae,Serpulorbis,Serpulorbis squamigerus,Unaccepted,Thylacodes squamigerus,"Carpenter, 1857",Serpulorbis squamigerus,S. squamigerus,scaled wormsnail,scaled_wormsnail,scaled wormsnail,Scaled Wormsnail,Serpulorbis squamiger,Serpulorbis,Shell is a partially coiled tube attached to substrates. No operculum. Usually occurs in aggregations.,NA,Uncommon,Uncommon,Benthic,NA,up to 12 cm and 1.5 cm in diameter,up to 12 cm and 1.5cm in diameter,Monterey Bay to Baja,NA,NA,planktivore,Planktivore,darkorange3,Invertebrates,I,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,35,No Limit,NA,NA
TRUE,9002,Animalia,Mollusca,NA,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis rufescens,Accepted,Haliotis rufescens,"Swainson, 1822",Haliotis rufescens,H. rufescens,red abalone,red_abalone,red abalone,Red Abalone,Haliotis rufescens,Haliotis rufescens,"Shell usually brick-red, occasionally with bands of green or white. Three to four of the holes are open. Smooth epipodium, usually black but can have a barred black and cream pattern. Tentacles are black.",NA,Uncommon,Uncommon,"Benthic, cryptic",NA,to 30 cm,to 30 cm,Sunset Bay Oregon to northern Baja,NA,NA,herbivore,Herbivore,firebrick,Invertebrates,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Targeted,Targeted until 1997,Targeted until 1997,3,17.8,Closed 1997,NA
TRUE,9002.99,Animalia,Mollusca,NA,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis rufescens,Accepted,Haliotis rufescens,"Swainson, 1823","Haliotis rufescens, aquacultered",H. rufescens,"red abalone,  aquacultured",red_abalone,red abalone,Red Abalone (Aquacultured),"Haliotis rufescens, aquacultured","Haliotis rufescens, aquacultured",NA,NA,Uncommon,Uncommon,"Benthic, cryptic",NA,to 30 cm,to 30 cm,Lab grown,NA,NA,herbivore,Herbivore,firebrick,Invertebrates,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Non-targeted,Non-targeted,Non-targeted,NA,NA,NA,NA
TRUE,9003,Animalia,Mollusca,NA,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis corrugata,Accepted,Haliotis corrugata,"W. Wood, 1828",Haliotis corrugata,H. corrugata,pink abalone,pink_abalone,pink abalone,Pink Abalone,Haliotis corrugata,Haliotis corrugata,Shell is rounded with a scalloped edge and is usually heavily fouled. Two to four raised shell holes remain open. Mottled black and white epipodium with a lacy edge and black tentacles.,NA,Uncommon,Uncommon,"Benthic, cryptic",NA,to 25cm,to 25cm,NA,NA,NA,herbivore,Herbivore,deeppink1,Invertebrates,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Targeted,Targeted,Targeted,NA,NA,Closed 1997,NA
TRUE,9004,Animalia,Mollusca,NA,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis fulgens,Accepted,Haliotis fulgens,"Philippi, 1845",Haliotis fulgens,H. fulgens,green abalone,green_abalone,green abalone,Green Abalone,Haliotis fulgens,Haliotis fulgens,green to brown epipodium with green tentacles. Inside of shell is iridescent blue and green. Foot scar present. flattened univalve shell scored with wavy lines; five to seven raised holes lie along the shell margin. These holes are used for excurrent water flow in the process of respiration.,NA,"uncommon, southern sites only","uncommon, southern sites only","Benthic, cryptic",NA,"to 13 cm high, about 25 cm long","to 13 cm high, about 25cm long",NA,NA,NA,herbivore,Herbivore,forestgreen,Invertebrates,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Targeted,Targeted,Targeted,NA,NA,Closed 1997,NA
